,, - MARKET VALUE, - DIVIDEND YIELD, - PER, - PRICE INDEX, - 12M FWD DIVIDEND YIELD (%), - 12 MONTH FORWARD EARN. YIELD, - CURRENT EV / 12M FWD EBIT, - CURRENT EV / 12M FWD EBITDA, - CURRENT EV / 12M FWD SALES,#ERROR, - 12M FWD NET DEBT / EBITDA, - 12M FWD NET DEBT / EV, - 12M FWD PE vs MARKET, - 12M FWD PE vs SECTOR, - 12M FWD PRICE/BOOK, - ADJUSTMENTFACTOR, - ADJUST COEFFICIENT, - DIV PAY DATE, - EX-DIVID DATE, - DIV.PER SHR., - DIV RATE UNADJUST, - DIVIDEND TAX IND, - DIVIDEND TYPE, - DIV RATE UNADJUST, - EARNINGS PER SHR,#ERROR, - HISTORICAL VOLATILITY 5 YEARS, - MARKET VAL BY CO.,#ERROR, - ASK PRICE, - BID PRICE, - PRICE HIGH, - PRICE LOW,#ERROR, - OPENING PRICE, - RETURN IND AS PAID, - TOT RETURN IND, - TURNOVER BY VALUE, - TURNOVER BY VOLUME, - UNADJ. PRICE OPEN, - UNADJUSTED PRICE, - UNADJ. ASK PRICE, - UNADJ. BID PRICE, - UNADJ. PRICE HIGH, - UNADJ. PRICE LOW, - UNADJ. VOLUME, - VOL WGHTD AV PRICE, - BK VAL PS 12M FWD, - EV 12M FWD, - NET INCOME 12M FWD, - PRETAX PRF 12M FWD, - ROE 12M FWD, - SALES 12M FWD, -  - TURNOVER BY VOLUME,#ERROR,#ERROR, - PRICE/EBG2 RATIO, - PRICE/EBG1 RATIO, - P/CSH FLOW RATIO, - PRICE TO BOOK VAL, - , -  (#S), -  (#T), - NUMBER OF SHARES, -  - MARKET VALUE, - PRICE INDEX, - FREE FLOAT NOSH,#ERROR, - TOTAL INTANGIBLE OT ASSETS-NET, - TOTAL INVENTORIES, - CURRENT ASSETS - TOTAL, - TOTAL INVENTORIES, - CASH & SHORT TERM INVESTMENTS, CORP - RECEIVABLES(NET),#ERROR, CORP - SHORT TERM DEBT & CURRENT PORT, CORP - CURRENT LIABILITIES-TOTAL, CORP - WORKING CAPITAL, CORP - LONG TERM DEBT, CORP - TOTAL DEBT, CORP - DEFERRED TAXES,#ERROR, CORP - COMMON STOCK, CORP - PREFERRED STOCK, CORP - TOTAL CAPITAL, CORP - FUNDS FROM OPERATIONS, CORP - NET CASH FLOW-OPERATING ACTIVS, CORP - AMORTIZATION-INTANGIBLE ASSETS,#ERROR, CORP - COMMON DIVIDENDS (CASH), CORP - CASH DIVIDENDS PAID - TOTAL, CORP - NET PROCEEDS FROM SALE/ISSUE C, CORP - NET CASH FLOW - FINANCING, CORP - INCREASE/DECREASE IN CASH/SHOR, CORP - NET SALES OR REVENUES,#ERROR," CORP - SELLING, GENERAL & ADMINISTRAT", CORP - DEPRECIATION/DEPLETION/AMORT, CORP - AMORTIZATION OF INTANGIBLES, CORP - AMORTIZATION OF DEFERRED CHARG, CORP - OPERATING INCOME, CORP - INTEREST EXPENSE ON DEBT,#ERROR, CORP - RESEARCH & DEVELOPMENT, CORP - SALARIES & BENEFITS EXPENSES, CORP - EXTRAORDINARY CREDIT - PRETAX, CORP - EXTRAORDINARY CHARGE - PRETAX, CORP - PRETAX INCOME, CORP - INCOME TAXES,#ERROR, CORP - NET INC BEFORE EXTRA/PFD DIVS, CORP - PREFERRED DIVIDEND REQUIREMENT, CORP - DIVIDENDS PROVIDED/PAID-COMMON, CORP - EARNINGS BEF INTEREST & TAXES, CORP - EBIT & DEPRECIATION, CORP - NET INCOME - BASIC,#ERROR, CORP - EMPLOYEES, CORP - FY1 EPS MEAN EST, CORP - FY2 EPS MEAN EST
980 ,#N/A,16594.95,0,20.5,213.9,2.831,8.914,6.439,4.366,0.786,,NA,NA,0.77,1.02,0.315,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3492,16594.95,,NA,NA,NA,NA,,NA,242.44,242.44,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,1.86,0.63,1,NA,36.25,1543716,1000000,8611.51,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
981 ,24.95,17289.63,0,21.4,222.9,2.831,8.914,6.662,4.518,0.813,,NA,NA,0.77,1.02,0.328,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3489,17289.63,,37.76,37.43,37.76,36.25,,36.42,252.59,252.59,42929,1160.8,10.8,11.2,11.2,11.1,11.2,10.75,3913.8,36.98,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,1.94,0.66,1,37.76,37.76,1543716,1000000,8612.54,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
982 ,25.51,17675.55,0,21.9,227.8,2.831,8.914,6.786,4.602,0.828,,NA,NA,0.77,1.02,0.336,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3486,17675.55,,38.78,38.61,39.28,37.6,,37.76,258.23,258.23,121240.9,3143.6,11.2,11.45,11.5,11.45,11.65,11.15,10599.6,38.57,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,1.98,0.67,1,38.61,38.61,1543716,1000000,8546.54,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
983 ,26.18,18138.67,0,22.4,233.8,2.831,8.914,6.935,4.702,0.847,,NA,NA,0.77,1.02,0.344,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.348,18138.67,,39.62,39.45,39.79,38.44,,38.78,265,265,96710.9,2465.9,11.5,11.75,11.75,11.7,11.8,11.4,8314.7,39.22,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,2.03,0.69,1,39.62,39.62,1543716,1000000,8500.01,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
984 ,26.29,18215.86,0,22.5,234.8,2.831,8.914,6.959,4.719,0.85,,NA,NA,0.77,1.02,0.346,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3478,18215.86,,39.79,39.62,39.96,39.45,,39.62,266.12,266.12,52747,1326.7,11.75,11.8,11.8,11.75,11.85,11.7,4473.3,39.76,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,2.04,0.7,1,39.79,39.79,1543716,1000000,8512.3,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
985 ,26.85,18601.79,0,23,239.8,2.831,8.914,7.083,4.803,0.865,,NA,NA,0.77,1.02,0.353,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3475,18601.79,,40.63,40.46,40.63,39.79,,39.96,271.76,271.76,109023.9,2698.2,11.85,12.05,12.05,12,12.05,11.8,9097.8,40.41,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,2.08,0.71,1,40.63,40.63,1543716,1000000,8556.01,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
986 ,27.85,19296.46,0,23.9,248.7,2.831,8.914,7.306,4.954,0.892,,NA,NA,0.77,1.02,0.366,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3478,19296.46,,42.15,41.98,42.15,40.46,,40.63,281.91,281.91,82868.9,1990.9,12.05,12.5,12.5,12.45,12.5,12,6712.9,41.62,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,2.16,0.74,1,42.15,42.15,1543716,1000000,8514.68,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
987 ,27.85,19296.46,0,23.9,248.7,2.831,8.914,7.306,4.954,0.892,,NA,NA,0.77,1.02,0.366,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3481,19296.46,,42.15,41.98,42.32,40.97,,42.15,281.91,281.91,103567.9,2481.7,12.5,12.5,12.5,12.45,12.55,12.15,8367.8,41.73,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,2.16,0.74,1,42.15,42.15,1543716,1000000,8529.35,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
988 ,28.41,19682.39,0,24.3,253.7,2.831,8.914,7.43,5.038,0.907,,NA,NA,0.77,1.02,0.374,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3485,19682.39,,42.99,42.82,43.33,42.15,,42.32,287.55,287.55,77822.9,1816.6,12.55,12.75,12.75,12.7,12.85,12.5,6125.2,42.84,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,2.2,0.75,1,42.99,42.99,1543716,1000000,8566.2,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
989 ,28.07,19450.83,0,24.1,250.7,2.831,8.914,7.356,4.988,0.898,,NA,NA,0.77,1.02,0.369,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3488,19450.83,,42.65,42.48,42.82,42.15,,42.32,284.17,284.17,47612,1121.5,12.55,12.6,12.65,12.6,12.7,12.5,3781.5,42.46,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,2.18,0.74,1,42.48,42.48,1543716,1000000,8548.14,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
990 ,28.63,19836.76,0,24.5,255.7,2.831,8.914,7.48,5.072,0.913,,NA,NA,0.77,1.02,0.377,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3492,19836.76,,43.33,43.16,43.83,42.65,,42.65,289.8,289.8,79857.9,1843,12.65,12.85,12.85,12.8,13,12.65,6214.3,43.33,115.01,NA,1462500,2123000,4.46,25521010,1000,,,NA,NA,2.22,0.76,1,43.33,43.33,1543716,1000000,8602.55,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
991 ,28.3,19605.2,0,24.3,252.7,2.58,7.661,7.377,5.039,0.901,,NA,NA,0.89,1.16,0.371,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3496,19605.2,,42.82,42.65,43.67,42.82,,43.5,286.42,286.42,43968,1018.8,12.9,12.7,12.7,12.65,12.95,12.7,3435.2,43.16,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.19,0.75,1,42.82,42.82,1543716,1000000,8612.11,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
992 ,28.52,19759.57,0,24.4,254.7,2.58,7.661,7.426,5.073,0.907,,NA,NA,0.89,1.16,0.374,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3498,19759.57,,43.33,43.16,43.67,42.65,,42.82,288.68,288.68,35196,812.5,12.7,12.8,12.85,12.8,12.95,12.65,2739.7,43.32,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.21,0.75,1,43.16,43.16,1543716,1000000,8596,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
993 ,28.63,19836.76,0,24.5,255.7,2.58,7.661,7.451,5.09,0.91,,NA,NA,0.89,1.16,0.376,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3502,19836.76,,43.5,43.33,43.67,42.32,,43.16,289.8,289.8,39146,913.1,12.8,12.85,12.9,12.85,12.95,12.55,3078.8,42.87,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.22,0.76,1,43.33,43.33,1543716,1000000,8621.56,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
994 ,28.41,19682.39,0,24.3,253.7,2.58,7.661,7.401,5.056,0.904,,NA,NA,0.89,1.16,0.373,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3505,19682.39,,43.16,42.99,43.67,42.99,,43.67,287.55,287.55,23102,534.8,12.95,12.75,12.8,12.75,12.95,12.75,1803.2,43.2,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.2,0.75,1,42.99,42.99,1543716,1000000,8599.9,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
995 ,28.3,19605.2,0,24.3,252.7,2.58,7.661,7.377,5.039,0.901,,NA,NA,0.89,1.16,0.371,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3509,19605.2,,42.99,42.82,43.16,41.47,,42.99,286.42,286.42,65378,1543.7,12.75,12.7,12.75,12.7,12.8,12.3,5205.2,42.35,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.19,0.75,1,42.82,42.82,1543716,1000000,8625.3,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
996 ,28.3,19605.2,0,24.3,252.7,2.58,7.661,7.377,5.039,0.901,,NA,NA,0.89,1.16,0.371,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3512,19605.2,,42.82,42.65,42.82,41.98,,42.82,286.42,286.42,60043,1415.2,12.7,12.7,12.7,12.65,12.7,12.45,4771.7,42.43,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.19,0.75,1,42.82,42.82,1543716,1000000,8595.1,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
997 ,27.96,19373.64,0,24,249.7,2.58,7.661,7.303,4.989,0.892,,NA,NA,0.89,1.16,0.367,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3515,19373.64,,42.48,42.32,42.65,42.32,,42.48,283.04,283.04,24228,571.1,12.6,12.55,12.6,12.55,12.65,12.55,1925.8,42.42,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.17,0.74,1,42.32,42.32,1543716,1000000,8598.31,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
998 ,27.85,19296.46,0,23.9,248.7,2.58,7.661,7.278,4.972,0.889,,NA,NA,0.89,1.16,0.365,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3518,19296.46,,42.15,41.98,42.15,41.64,,41.64,281.91,281.91,30282,722.8,12.35,12.5,12.5,12.45,12.5,12.35,2437.1,41.9,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.16,0.74,1,42.15,42.15,1543716,1000000,8462.57,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
999 ,#N/A,19296.46,0,23.9,248.7,2.58,7.661,7.278,4.972,0.889,,NA,NA,0.89,1.16,0.365,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.352,19296.46,,NA,NA,NA,NA,,NA,281.91,281.91,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.16,0.74,1,NA,42.15,1543716,1000000,8462.57,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
1000 ,#N/A,19296.46,0,23.9,248.7,2.58,7.661,7.278,4.972,0.889,,NA,NA,0.89,1.16,0.365,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3521,19296.46,,NA,NA,NA,NA,,NA,281.91,281.91,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.16,0.74,1,NA,42.15,1543716,1000000,8462.57,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
1001 ,#N/A,19296.46,0,23.9,248.7,2.58,7.661,7.278,4.972,0.889,,NA,NA,0.89,1.16,0.365,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3522,19296.46,,NA,NA,NA,NA,,NA,281.91,281.91,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.16,0.74,1,NA,42.15,1543716,1000000,8462.57,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
1002 ,#N/A,27943.91,0,23.9,248.7,2.58,7.661,10.043,6.861,1.226,,NA,NA,0.89,1.16,0.365,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3522,27943.91,,NA,NA,NA,NA,,NA,281.91,281.91,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.16,0.74,1,NA,42.15,2235512,1000000,8462.57,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
1003 ,#N/A,27943.91,0,23.9,248.7,2.58,7.661,10.043,6.861,1.226,,NA,NA,0.89,1.16,0.365,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3521,27943.91,,NA,NA,NA,NA,,NA,281.91,281.91,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.16,0.74,1,NA,42.15,2235512,1000000,8462.57,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
1004 ,#N/A,27943.91,0,23.9,248.7,2.58,7.661,10.043,6.861,1.226,,NA,NA,0.89,1.16,0.365,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.352,27943.91,,NA,NA,NA,NA,,NA,281.91,281.91,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.16,0.74,1,NA,42.15,2235512,1000000,8462.57,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
1005 ,27.74,27832.13,0,23.8,247.7,2.58,7.661,10.007,6.836,1.222,,NA,NA,0.89,1.16,0.364,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3519,27832.13,,41.98,41.81,42.15,41.3,,41.3,280.78,280.78,52218,1245.5,12.25,12.45,12.45,12.4,12.5,12.25,4199.7,41.92,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.15,0.73,1,41.98,41.98,2235512,1000000,8264.48,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
1006 ,29.63,29732.32,0,25.4,264.6,2.58,7.661,10.615,7.251,1.296,,NA,NA,0.89,1.16,0.389,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3518,29732.32,,NA,44.85,44.85,41.98,,42.15,299.95,299.95,143579.9,3255.3,12.5,13.3,NA,13.3,13.3,12.45,10976.4,44.1,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.3,0.78,1,44.85,44.85,2235512,1000000,8311.01,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
1007 ,31.08,31185.4,0,26.6,277.6,2.58,7.661,11.079,7.569,1.353,,NA,NA,0.89,1.16,0.408,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.3519,31185.4,,47.04,46.87,47.88,46.03,,46.36,314.61,314.61,236059.9,5018.4,13.75,13.95,13.95,13.9,14.2,13.65,16921.3,47.04,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.41,0.82,1,47.04,47.04,2235512,1000000,8387.35,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
1008 ,31.08,31185.4,0,26.6,277.6,2.58,7.661,11.079,7.569,1.353,,NA,NA,0.89,1.16,0.408,3.3718,NA,NA,NA,0,NA,NA,NA,NA,1.77,,0.352,31185.4,,47.04,46.87,47.54,46.53,,47.37,314.61,314.61,84784.9,1807.7,14.05,13.95,13.95,13.9,14.1,13.8,6095.1,46.9,115.37,NA,1494042,2165167,4.51,25614580,1000,,,NA,NA,2.41,0.82,1,47.04,47.04,2235512,1000000,8391.95,78,,2503017,5505965,26959452,5505965,12323803,8587735,,9264376,18773184,8186268,6400000,15664376,-790772,,6678919,0,32139434,6643384,5117005,307877,,223879,223879,396664,-13876859,-7937130,27026984,,3020410,1959972,49634,2616,4027052,203590,,352957,6866349,256943,170637,4830684,938121,,3863046,0,2707999,5034274,6994246,3863046,,NA,4.02,4.66
